TDS (mg/l),Turbidity (NTU),pH,Depth (m),Flow Discharge (L/min),Filter Life Span (hours),Filter Efficiency (%)
185.596,3.286,7.503,3.509,21.996,4398.327,89.749
11.281,2.197,7.746,4.704,10.557,4467.649,90.23
73.822,8.138,7.038,4.522,80.328,3947.157,86.11
13.169,7.47,6.94,4.202,92.577,4008.514,86.4
494.962,6.091,6.4,4.776,45.302,3819.796,84.572
139.435,2.388,8.009,1.76,14.263,4707.28,92.647
461.771,1.719,6.953,0.556,42.708,4537.453,90.463
497.943,0.503,7.731,2.095,28.633,4532.239,90.187
299.921,0.456,6.75,3.097,49.56,4393.445,88.576
16.598,1.871,7.99,1.924,1.893,4800.934,93.552
40.796,1.005,6.263,0.699,86.829,4612.096,90.554
240.795,5.561,7.563,2.782,6.752,4366.064,90.261
203.086,3.581,8.019,1.399,43.557,4594.334,91.582
303.089,4.449,7.651,3.774,66.453,4180.733,87.478
219.424,5.941,7.74,0.901,65.464,4446.216,90.59
467.038,6.591,7.315,4.812,30.522,3926.226,85.934
267.37,6.482,7.398,4.445,50.458,4036.551,86.806
346.863,2.609,6.165,4.432,50.194,4068.992,85.971
448.243,8.096,6.627,4.055,13.995,3900.325,86.292
73.436,9.177,7.805,3.351,37.869,4174.057,89.115
114.867,3.159,8.364,0.74,12.809,4821.292,94.033
53.659,0.171,7.354,3.481,6.652,4638.687,91.372
69.819,8.992,7.814,3.861,6.509,4197.776,89.61
256.292,9.235,7.709,1.089,44.063,4283.979,90.17
160.59,0.509,8.498,3.271,73.231,4570.525,90.126
211.586,0.05,7.988,2.655,98.47,4528.049,89.311
491.245,8.164,7.569,2.626,57.551,4025.387,87.128
78.352,3.015,6.288,1.398,30.635,4537.854,90.977
270.406,9.146,6.907,3.827,21.503,3972.418,87.253
49.436,2.167,6.627,4.663,69.788,4223.703,87.189
159.248,8.612,8.134,4.045,6.126,4186.455,89.387
263.763,0.686,7.115,2.161,26.967,4575.34,90.69
473.316,2.606,7.338,4.929,69.166,4035.636,85.447
195.614,9.731,8.412,2.139,45.057,4252.843,89.997
32.453,2.312,8.092,1.555,50.521,4720.813,92.397
194.081,1.33,7.975,4.856,97.573,4253.125,86.955
72.871,8.571,6.356,4.054,41.058,3983.06,86.991
114.995,1.178,6.057,3.926,59.918,4276.898,87.523
309.045,0.975,6.314,0.848,99.863,4443.567,88.729
33.712,3.234,7.851,1.364,68.951,4632.191,91.603
232.362,6.353,7.027,0.583,51.931,4406.638,90.453
304.731,7.107,6.294,3.995,33.065,3956.006,86.362
210.929,8.812,7.848,1.752,97.669,4168.123,88.348
9.563,5.409,6.486,1.095,30.089,4503.73,91.359
492.76,3.934,7.473,1.319,12.467,4447.388,90.529
183.558,3.588,7.854,3.385,92.66,4290.361,88.054
389.289,8.469,7.52,2.449,32.581,4123.885,88.454
162.823,7.238,8.484,4.736,59.3,4112.862,87.707
237.508,9.054,7.085,2.147,64.944,4092.532,87.992
194.232,9.64,6.78,4.252,26.83,3919.915,86.823
171.27,3.001,6.503,2.959,42.917,4332.896,88.8
10.926,5.297,7.259,3.674,16.393,4355.453,89.98
180.01,6.318,8.131,1.259,88.57,4404.167,90.051
444.745,1.638,8.367,3.87,58.868,4327.652,88.179
345.197,0.533,8.43,0.885,89.137,4676.924,91.038
72.711,8.678,7.328,3.61,26.455,4148.692,88.826
295.578,5.355,7.513,2.595,63.765,4248.751,88.456
446.115,5.708,7.454,1.528,22.578,4338.947,89.876
350.017,5.549,7.165,2.662,29.616,4238.622,88.755
74.342,7.55,6.381,4.351,36.754,4014.846,87.046
433.916,1.455,6.164,1.196,55.393,4396.246,88.845
150.772,6.14,7.092,1.263,56.022,4388.373,90.166
227.038,4.695,6.465,2.903,20.833,4266.319,88.863
263.071,8.97,8.217,3.314,5.561,4199.162,89.627
425.253,5.196,7.904,2.391,77.438,4224.023,88.025
465.804,9.429,7.546,1.699,53.079,4074.197,88.04
464.826,3.533,6.119,0.802,32.012,4358.553,89.325
3.977,9.669,7.556,0.724,6.223,4485.272,92.691
460.944,8.752,7.553,0.684,11.355,4296.137,90.473
27.193,5.843,7.098,4.556,42.934,4162.629,87.95
132.887,3.537,7.644,1.091,48.899,4614.23,91.714
257.494,3.759,8.145,1.828,38.37,4538.225,91.126
239.963,7.728,7.895,4.937,57.085,3975.319,86.501
302.355,5.806,7.184,4.674,81.592,3946.318,85.389
239.723,4.016,6.656,0.693,68.036,4439.557,89.92
467.188,6.361,7.195,2.981,86.835,3996.099,86.001
120.274,7.332,8.365,3.351,61.965,4250.734,89.087
137.012,0.229,8.05,0.744,11.398,4927.892,94.234
460.369,0.899,6.068,3.777,15.845,4222.298,87.334
38.37,0.945,7.957,4.945,39.661,4455.449,89.441
304.78,2.319,6.426,2.432,29.106,4372.85,89.133
340.868,4.27,7.428,2.522,65.572,4275.466,88.38
252.771,8.036,8.016,3.467,62.957,4100.798,87.789
347.116,3.511,7.403,3.814,46.797,4216.177,87.747
86.377,0.175,7.01,4.054,64.72,4414.2,88.547
426.316,4.834,6.803,0.849,91.205,4258.156,88.12
70.013,9.966,6.763,4.103,49.68,3933.285,86.826
200.406,3.49,8.094,4.388,35.38,4325.051,88.944
37.629,9.613,8.063,0.704,48.148,4440.174,91.804
272.606,1.013,8.058,0.676,15.366,4820.527,93.356
334.873,1.731,6.707,2.979,10.641,4397.514,89.388
470.611,7.241,7.997,2.736,41.643,4145.514,88.211
369.668,5.012,6.092,4.91,92.417,3797.842,83.558
270.551,7.651,6.516,1.825,86.428,4078.441,87.216
466.309,8.636,7.286,3.156,68.149,3911.804,86.027
239.218,2.511,7.017,2.78,72.171,4334.19,88.373
280.603,6.828,6.28,2.911,86.195,3982.786,86.014
298.049,6.076,6.104,3.469,91.628,3927.497,85.181
204.99,8.615,7.528,2.919,66.284,4095.045,87.872
419.241,4.301,6.784,0.531,39.21,4422.154,90.12
92.588,0.519,6.04,4.297,15.6,4370.891,88.709
277.421,5.742,7.077,1.405,1.685,4438.03,91.086
361.117,9.589,6.767,1.54,65.145,4032.386,87.549
451.988,0.146,7.442,3.416,40.384,4388.487,88.525
441.959,2.403,8.325,2.65,8.888,4508.58,90.718
254.37,3.161,6.77,3.085,28.588,4326.056,88.923
321.581,7.658,8.493,2.739,47.405,4236.89,89.192
197.119,3.233,6.215,2.38,78.576,4266.124,87.845
234.089,2.391,6.221,2.675,32.164,4353.668,88.932
453.133,6.486,7.782,1.135,65.967,4281.971,89.106
465.352,0.464,7.872,4.862,5.275,4334.543,88.432
447.707,1.706,7.057,3.086,96.276,4195.376,86.503
69.185,4.08,6.715,1.791,97.197,4359.443,88.847
425.042,3.556,7.985,3.708,53.304,4230.794,87.842
474.182,3.472,8.391,4.46,66.098,4150.143,86.882
180.625,1.086,8.475,1.834,76.692,4666.09,91.22
259.323,3.608,7.586,1.96,97.068,4358.366,88.696
389.548,7.98,7.85,2.473,54.917,4134.077,88.186
281.039,4.138,8.056,1.478,75.78,4458.779,90.072
496.742,5.862,7.997,4.144,20.044,4103.768,87.596
227.857,1.636,8.483,3.129,16.25,4607.25,91.401
356.971,0.697,8.026,0.757,71.539,4670.518,91.199
396.296,8.8,7.656,4.985,92.47,3744.061,84.156
247.05,3.314,6.941,3.087,57.195,4281.716,88.239
428.492,3.503,7.495,4.505,53.916,4101.779,86.53
273.077,8.777,8.201,2.757,57.542,4153.896,88.597
205.825,7.078,6.764,3.121,88.074,4031.321,86.556
53.912,7.563,6.077,2.545,80.205,4087.653,87.343
196.707,6.82,6.818,2.402,80.365,4141.467,87.657
366.968,1.058,8.401,1.482,11.544,4732.353,92.525
460.643,9.58,7.985,4.83,76.215,3753.812,84.65
125.84,9.091,6.468,1.318,77.062,4143.377,88.391
177.618,2.362,6.03,2.869,14.083,4381.032,89.378
76.98,8.04,7.673,0.892,47.677,4442.244,91.358
345.361,4.094,7.448,4.97,10.69,4148.974,87.611
480.094,6.838,6.207,3.001,40.305,3958.15,86.23
320.476,1.656,8.415,4.166,64.46,4352.978,88.382
308.538,5.386,7.544,3.033,22.611,4282.361,89.213
276.745,1.266,7.629,4.122,14.086,4420.784,89.447
44.228,5.362,8.134,2.905,64.191,4404.336,90.01
364.752,2.436,6.843,2.502,82.848,4264.158,87.544
301.025,4.525,7.396,2.552,16.276,4375.108,89.946
330.738,6.68,7.44,0.511,90.52,4312.598,89.225
449.406,8.771,8.418,2.168,73.966,4113.873,88.03
391.98,1.653,6.329,4.784,68.126,4039.609,85.211
390.458,8.933,7.897,3.54,12.976,4067.904,88.229
463.592,3.9,7.438,4.637,93.045,3967.19,84.912
494.967,8.438,8.113,1.401,47.873,4206.098,89.114
290.641,5.125,8.08,2.71,54.025,4327.322,89.271
54.441,8.622,6.03,0.655,51.751,4275.665,89.826
229.565,6.628,6.641,3.547,53.576,4056.094,87.014
393.801,5.087,6.452,4.028,82.464,3926.211,84.964
13.863,3.125,7.154,3.865,10.782,4444.152,90.271
28.444,9.689,8.263,0.89,48.896,4440.806,91.826
33.579,8.009,6.013,1.614,61.778,4199.069,88.776
365.518,3.812,7.22,3.451,12.657,4278.258,88.8
250.583,1.667,8.212,3.915,58.521,4403.958,88.955
184.449,7.795,8.316,1.734,51.407,4373.353,90.558
52.809,9.899,7.643,2.328,23.049,4264.042,90.38
366.12,2.79,8.074,2.081,26.48,4523.861,90.811
160.51,9.159,6.81,0.521,9.534,4371.708,91.369
132.662,1.254,6.715,3.094,70.836,4391.37,88.581
326.16,9.522,6.123,3.511,15.686,3890.625,86.606
279.505,7.453,7.258,1.744,79.107,4180.769,88.253
181.205,3.466,7.14,3.595,89.078,4212.399,87.273
320.744,3.046,6.93,1.592,24.87,4471.315,90.378
135.611,6.434,6.283,3.72,26.773,4113.276,87.795
397.415,5.935,6.577,2.557,13.187,4180.12,88.45
114.659,9.189,6.509,4.424,54.547,3882.656,86.038
79.419,7.662,8.36,2.951,96.457,4225.117,88.585
391.22,5.404,8.416,1.331,25.129,4492.471,91.295
353.946,9.276,6.009,4.199,16.822,3806.55,85.68
91.319,5.927,6.426,4.0,61.008,4078.641,86.955
58.123,8.497,8.222,0.879,85.797,4408.795,90.779
419.2,8.409,6.096,0.716,87.154,4033.587,86.987
388.299,9.192,8.359,1.113,35.197,4300.391,90.41
163.629,0.676,6.95,4.304,78.894,4291.221,87.326
329.099,5.838,7.347,1.942,59.641,4264.758,88.803
62.08,4.684,7.91,2.771,73.557,4401.466,89.684
253.524,4.905,6.61,3.213,68.009,4131.589,87.107
9.365,4.599,6.252,3.846,13.639,4278.686,89.03
195.801,8.375,8.025,4.235,36.392,4089.589,88.044
37.421,3.184,8.462,2.821,76.547,4532.995,90.52
237.574,4.628,7.647,2.371,76.231,4324.978,88.876
210.841,2.007,8.063,1.382,13.086,4736.198,92.833
222.193,2.517,8.353,3.234,46.746,4481.497,90.103
22.666,6.604,6.571,2.974,87.029,4144.099,87.552
180.808,1.169,6.876,1.81,79.366,4498.975,89.547
378.242,1.878,6.548,2.508,58.512,4303.91,88.017
184.457,5.28,6.154,3.828,21.437,4133.483,87.705
357.586,0.438,7.831,3.322,33.129,4483.945,89.639
184.739,1.269,6.364,2.668,65.713,4382.372,88.547
211.62,8.634,6.232,1.725,78.36,4056.43,87.371
281.946,8.461,6.894,3.506,61.751,3951.259,86.434
475.341,3.478,6.151,3.324,40.142,4090.849,86.55
54.43,3.48,6.449,2.562,58.086,4371.302,89.176
16.457,9.365,6.175,1.573,1.378,4280.906,90.605
303.979,0.258,8.193,1.287,73.826,4678.062,91.12
474.549,5.803,7.949,2.027,84.553,4195.676,87.852
494.862,5.974,8.149,4.589,5.563,4098.706,87.724
242.082,7.879,8.171,3.892,40.546,4131.756,88.276
234.041,9.518,8.361,4.51,85.027,3922.196,86.227
322.482,3.558,6.467,4.292,60.116,4058.107,86.047
277.817,4.378,8.25,2.565,48.856,4412.968,89.955
317.044,6.713,7.313,2.887,9.619,4229.152,89.209
437.0,9.673,6.416,1.263,73.983,3965.142,86.813
373.153,8.908,7.639,3.744,69.238,3919.103,86.171
248.439,6.671,6.818,2.399,59.384,4165.359,88.061
230.932,8.567,6.116,1.226,6.984,4231.25,89.813
319.801,0.852,6.197,0.929,64.632,4494.986,89.559
227.853,3.771,7.059,3.633,6.116,4327.947,89.35
228.89,0.131,8.066,2.67,82.393,4553.852,89.754
8.153,1.775,6.778,0.54,87.058,4656.779,91.23
87.032,6.305,7.915,4.21,53.558,4204.622,88.402
244.257,8.856,6.139,3.288,84.995,3850.279,85.31
411.327,6.328,6.984,0.673,40.677,4327.755,89.769
139.364,6.641,6.319,1.871,29.714,4283.573,89.531
261.322,1.038,8.159,3.751,48.926,4460.38,89.426
172.481,6.649,8.42,0.766,56.319,4534.112,91.773
52.402,4.543,6.814,3.813,76.879,4192.958,87.524
479.149,6.514,8.472,2.772,60.605,4183.509,88.183
427.337,3.262,7.881,4.023,85.729,4137.577,86.497
39.246,5.815,6.003,4.349,93.647,3967.793,85.486
359.894,4.241,7.213,3.955,52.678,4128.49,87.03
173.79,5.586,8.085,0.851,72.05,4513.078,91.086
497.425,1.471,7.335,2.572,48.67,4356.703,88.522
151.199,3.958,7.375,1.934,90.7,4389.147,89.172
119.369,3.743,7.119,2.788,4.023,4478.234,90.865
283.945,7.364,6.988,4.846,72.142,3859.694,85.085
417.563,7.064,6.068,1.06,50.138,4138.609,88.004
96.259,9.089,7.554,4.395,7.052,4099.251,88.649
354.701,6.321,7.917,4.959,74.823,3952.773,85.676
30.703,3.145,7.975,4.955,39.889,4349.63,89.041
459.467,7.832,7.562,4.085,53.194,3919.914,86.017
40.537,4.97,6.853,2.595,71.568,4313.905,88.914
457.116,1.935,6.057,1.301,25.955,4398.338,89.304
245.404,7.474,8.239,3.237,29.544,4244.753,89.394
224.046,1.325,7.073,3.247,36.31,4431.686,89.351
486.654,1.782,7.503,1.924,75.014,4375.467,88.539
495.192,7.588,6.486,3.276,98.2,3797.695,84.271
325.089,7.701,6.355,1.024,36.933,4211.559,89.057
63.56,7.908,6.217,3.353,61.469,4036.292,87.121
253.085,2.933,7.997,4.535,33.081,4306.799,88.617
264.582,8.666,7.616,2.624,87.802,4057.998,87.302
257.223,7.227,7.553,3.941,93.615,3984.06,86.072
284.746,8.34,8.298,3.36,19.773,4194.909,89.253
9.362,7.086,6.397,0.514,65.755,4397.804,90.446
355.614,5.796,6.426,1.049,90.689,4188.685,87.719
356.197,1.094,6.474,3.987,48.024,4219.848,87.046
57.735,7.109,7.058,0.682,34.199,4484.905,91.64
285.12,6.905,8.186,4.803,90.66,3969.135,85.856
284.181,3.125,8.204,4.523,26.529,4316.64,88.839
341.225,7.358,7.476,2.131,21.503,4253.05,89.523
42.699,5.505,7.645,1.897,88.173,4401.94,89.789
313.252,5.594,8.244,3.258,63.727,4234.838,88.389
140.376,3.676,7.561,3.253,19.319,4438.12,90.291
253.501,1.168,6.574,0.901,64.644,4552.954,90.233
386.662,2.169,7.762,1.469,87.745,4452.02,89.294
352.823,7.688,7.925,3.364,9.841,4175.553,88.964
59.452,2.714,7.588,4.103,26.412,4430.218,89.852
295.592,0.023,6.684,1.364,60.817,4561.435,90.013
484.558,9.97,7.0,3.659,12.384,3868.554,86.553
78.385,2.107,7.176,4.417,90.64,4250.122,87.227
426.454,6.554,6.363,1.03,59.702,4172.989,88.099
351.274,9.269,7.131,2.476,58.914,4008.534,87.277
387.002,5.997,6.403,4.327,6.533,4001.125,86.745
140.979,7.99,7.249,2.168,42.71,4252.656,89.497
143.944,9.764,6.127,1.713,20.297,4140.694,89.133
453.01,8.604,8.371,3.855,81.044,3932.831,86.099
179.916,5.579,6.616,2.304,34.277,4293.773,89.269
31.508,3.637,7.168,3.678,40.9,4369.508,89.377
300.298,4.825,6.082,1.069,64.425,4281.081,88.614
62.409,8.418,6.482,2.991,72.025,4052.933,87.335
398.298,8.534,7.733,2.208,79.208,4068.312,87.451
320.873,8.459,6.28,4.988,18.311,3809.176,85.446
437.363,5.972,7.57,3.161,26.993,4169.632,88.218
392.419,4.77,6.005,3.57,10.146,4088.563,87.215
56.057,3.113,7.163,1.09,85.788,4552.013,90.596
190.535,0.034,7.803,4.964,32.228,4422.545,88.913
387.28,7.645,8.316,0.731,13.489,4455.581,91.714
208.671,2.77,7.232,0.819,31.824,4634.85,91.861
486.183,3.297,8.101,0.841,6.659,4604.804,91.97
367.87,8.435,8.006,4.418,83.822,3885.558,85.548
7.75,0.523,6.739,3.779,29.417,4507.244,89.935
439.993,9.276,8.187,4.879,35.657,3875.689,86.183
50.402,0.014,7.601,0.8,94.094,4766.049,91.724
70.262,9.392,6.26,3.613,19.744,4020.589,87.826
367.246,4.548,8.348,2.9,21.194,4391.416,90.066
432.484,1.021,6.442,3.376,56.486,4226.282,87.004
268.175,6.742,7.176,2.808,97.255,4071.099,86.761
144.525,8.959,7.166,3.539,90.217,3962.061,86.406
175.658,4.381,7.563,4.582,59.696,4171.876,87.436
171.445,6.914,7.662,3.144,81.411,4157.653,87.836
163.339,9.794,6.582,4.534,49.275,3834.94,85.795
121.455,2.407,6.881,4.02,44.028,4317.003,88.452
304.434,8.204,6.361,4.392,40.646,3853.198,85.587
450.203,2.952,6.315,3.467,45.998,4120.124,86.627
153.541,4.263,8.063,2.834,70.986,4390.983,89.479
93.347,2.818,7.877,0.813,82.325,4654.174,91.564
419.289,4.46,7.107,4.257,58.024,4036.266,86.12
370.892,0.051,6.24,1.589,87.026,4403.031,88.175
465.419,3.034,7.125,0.665,64.232,4433.09,89.599
82.76,4.453,6.736,2.836,80.471,4265.063,88.182
72.126,6.322,7.945,3.346,69.271,4269.122,88.895
270.715,6.374,6.242,3.478,77.605,3967.088,85.807
307.217,5.838,7.128,3.514,2.886,4210.196,88.824
240.087,2.93,7.478,3.442,86.855,4263.403,87.645
299.483,9.474,8.464,4.137,88.708,3931.886,86.274
90.19,3.92,6.224,3.962,84.29,4116.53,86.498
239.807,2.169,6.285,4.158,73.285,4137.793,86.296
329.046,5.545,8.47,2.571,78.965,4290.185,88.776
216.353,7.489,7.014,0.783,18.941,4402.614,91.084
339.724,0.122,7.859,3.378,5.715,4560.711,90.587
225.596,2.763,7.959,1.446,29.685,4640.933,91.942
166.8,8.25,6.786,4.368,44.802,3956.362,86.591
151.803,5.07,6.536,3.747,27.807,4193.8,88.181
205.451,4.085,6.69,3.946,87.196,4093.02,86.284
11.545,9.309,7.911,1.789,96.476,4248.033,89.308
334.263,0.895,8.101,3.349,77.309,4408.73,88.583
422.553,6.156,7.749,2.876,48.184,4171.808,88.083
177.314,3.422,7.103,1.708,15.431,4548.891,91.361
23.017,0.708,6.656,4.155,87.332,4328.555,87.625
493.388,2.137,7.063,2.975,84.358,4186.549,86.663
131.849,6.279,8.286,1.359,17.068,4578.751,92.501
63.311,0.283,8.158,1.874,5.822,4871.0,93.737
184.876,5.922,6.808,1.522,89.997,4260.088,88.478
369.279,9.569,6.82,1.906,82.372,3963.597,86.683
146.958,7.951,7.95,1.347,93.491,4302.308,89.473
287.352,3.456,7.066,2.17,36.43,4400.297,89.675
207.78,1.382,7.432,3.623,66.135,4375.624,88.51
58.882,4.651,7.056,4.817,86.556,4088.81,86.418
165.144,3.93,6.606,1.447,34.801,4467.194,90.503
362.435,9.717,6.472,1.849,47.978,3999.25,87.428
306.002,9.899,6.349,0.51,53.637,4128.707,88.72
59.889,4.106,6.029,1.514,3.898,4508.436,91.277
81.661,1.488,6.702,2.383,83.01,4450.609,89.122
320.367,9.106,6.429,2.578,94.436,3880.71,85.595
406.708,7.935,6.645,1.698,42.296,4109.921,88.057
174.737,5.113,6.19,1.176,61.504,4335.292,89.272
297.655,3.654,6.854,3.034,54.62,4241.262,87.962
85.322,4.482,7.3,2.341,35.442,4458.227,90.572
155.688,9.019,8.361,2.418,9.161,4347.217,91.086
10.135,1.846,6.868,4.527,52.494,4331.65,88.345
384.138,8.068,6.078,3.026,25.167,3959.312,86.762
200.505,0.182,6.906,2.248,65.582,4525.327,89.652
408.063,9.206,8.043,1.642,54.185,4167.413,88.894
354.186,5.003,6.85,2.429,59.462,4196.001,87.866
414.372,2.267,6.729,4.378,60.572,4093.388,86.008
142.829,0.029,8.297,4.843,88.682,4395.246,88.074
92.554,5.595,6.743,2.198,15.595,4397.314,90.496
485.953,2.445,8.426,1.44,80.761,4471.782,89.644
358.664,6.313,8.082,4.615,95.518,3960.626,85.545
417.021,2.812,7.711,1.15,72.41,4462.15,89.741
6.567,0.88,7.496,1.838,14.766,4788.931,93.006
177.231,5.051,6.562,1.419,85.174,4302.841,88.692
371.408,5.645,7.826,3.046,79.388,4151.254,87.412
38.991,4.526,6.868,2.339,86.412,4334.282,88.836
283.67,4.58,7.214,1.792,49.148,4373.037,89.613
214.536,5.897,6.26,3.956,82.204,3963.948,85.586
8.808,5.264,6.74,3.489,16.247,4325.11,89.668
117.988,1.326,7.323,4.98,58.091,4292.841,87.745
142.396,1.971,7.17,1.904,55.622,4545.631,90.491
55.93,1.418,6.859,4.304,89.777,4277.088,87.298
315.768,6.933,7.18,1.861,86.428,4154.466,87.76
121.199,5.286,7.862,0.541,71.888,4563.49,91.502
138.81,4.299,7.148,1.179,18.31,4575.975,91.866
449.119,7.983,7.265,2.788,80.868,3962.263,86.209
233.562,3.258,7.753,4.145,61.811,4257.483,87.934
196.064,5.681,8.104,0.758,81.843,4488.797,90.774
361.936,0.744,7.317,4.244,93.897,4201.343,86.298
454.807,7.444,8.37,3.722,45.559,4074.087,87.518
12.518,6.952,6.884,0.655,74.706,4419.561,90.534
224.119,8.024,6.631,0.978,97.322,4157.411,88.008
305.391,8.845,7.733,0.84,22.152,4350.003,90.932
159.282,7.58,6.439,3.555,84.853,3960.03,86.026
386.204,8.445,8.25,3.025,15.051,4177.079,89.154
485.739,3.457,6.966,2.115,2.696,4364.069,89.651
471.714,3.433,7.745,0.897,84.856,4407.56,89.257
132.991,9.443,7.425,2.268,96.028,4085.003,87.723
113.169,9.146,6.136,3.57,4.189,4034.37,88.046
478.745,5.485,7.773,0.92,84.598,4302.417,88.824
229.314,3.666,7.975,4.355,70.24,4223.621,87.633
104.149,8.66,8.456,0.783,70.279,4441.676,91.312
353.498,3.234,7.04,3.237,46.503,4248.885,87.994
142.21,1.536,7.257,1.351,42.293,4658.108,91.619
133.623,6.395,8.187,0.912,37.929,4565.063,92.19
439.625,0.426,6.673,2.097,38.802,4438.835,89.128
81.24,3.791,6.473,3.501,93.778,4179.44,86.994
32.196,8.077,6.332,1.045,81.762,4245.3,89.058
134.593,2.952,8.446,2.641,32.058,4601.479,91.58
303.473,9.313,6.676,2.327,74.316,3968.816,86.739
61.544,9.558,7.893,2.424,65.992,4206.326,89.271
235.797,8.158,7.124,4.745,84.752,3842.568,85.026
313.669,9.876,6.601,2.071,10.1,4082.225,88.684
424.368,5.308,8.283,4.962,70.314,4013.906,86.028
114.935,5.692,7.16,2.923,25.249,4331.111,89.766
408.673,8.362,7.415,4.291,24.918,3940.116,86.66
117.453,4.928,6.556,2.07,70.868,4301.77,88.787
338.383,4.067,6.81,0.881,89.599,4341.139,88.736
215.337,6.148,7.869,0.88,52.087,4479.721,91.121
57.341,6.577,6.858,3.084,47.088,4225.719,88.759
357.132,7.509,7.265,4.685,81.696,3840.623,84.842
108.881,6.682,6.286,0.82,3.519,4450.96,91.479
88.312,7.457,8.125,3.601,70.999,4193.398,88.461
179.161,6.746,7.844,3.035,6.556,4340.959,90.368
326.645,4.804,7.902,3.435,25.197,4292.734,89.117
116.998,1.349,6.445,1.47,67.04,4537.507,90.109
91.831,7.854,7.238,0.817,38.639,4426.145,91.231
4.977,0.308,6.069,0.836,30.227,4744.925,92.239
235.822,9.925,6.788,1.61,50.927,4101.731,88.486
214.323,8.285,6.87,1.461,85.137,4149.203,88.126
116.934,6.709,8.284,1.069,43.174,4541.292,91.994
26.826,9.666,8.482,1.691,53.755,4374.862,91.111
214.628,6.125,7.544,2.903,16.639,4317.321,89.844
394.103,0.564,7.292,4.773,45.02,4236.604,87.085
357.641,5.594,7.1,4.65,2.638,4081.215,87.464
430.397,2.772,6.046,1.723,83.975,4210.551,87.097
4.791,3.695,8.0,0.798,21.477,4790.147,93.795
483.21,4.596,7.68,4.98,92.069,3914.386,84.602
170.706,7.746,7.623,2.644,36.412,4252.46,89.484
495.199,5.029,8.023,4.902,83.752,3945.458,85.126
126.31,4.747,8.32,2.919,39.572,4460.435,90.633
235.768,3.02,6.974,4.489,16.121,4247.409,88.219
176.964,5.399,7.066,2.512,50.869,4295.196,89.063
177.88,2.484,8.438,3.299,26.798,4547.142,90.949
421.141,2.61,7.661,2.911,32.977,4368.002,89.133
373.209,7.573,8.128,1.489,32.297,4334.066,90.289
496.076,3.425,6.554,3.937,35.238,4071.895,86.394
306.757,0.514,6.793,0.747,50.314,4624.899,90.9
231.628,3.437,6.979,2.131,13.641,4469.881,90.593
45.037,6.386,6.792,4.415,26.506,4142.961,88.08
498.281,8.14,8.211,2.762,63.6,4061.522,87.421
275.765,9.619,7.279,0.849,75.814,4172.457,88.852
350.239,7.462,8.384,1.434,25.137,4396.519,90.952
203.371,4.289,6.803,0.993,26.939,4511.003,91.127
273.858,2.991,6.093,1.749,48.325,4351.237,88.926
471.289,1.296,6.345,1.244,98.129,4313.408,87.542
83.21,6.277,6.543,3.704,55.47,4117.503,87.503
146.186,5.099,7.6,3.467,81.536,4222.144,87.936
76.03,6.777,6.453,1.108,91.949,4273.722,88.851
396.108,2.371,6.954,2.502,64.051,4300.405,88.075
31.023,3.236,7.988,1.831,52.396,4633.592,91.783
40.816,2.921,6.312,2.017,76.69,4409.606,89.205
149.247,7.977,6.201,3.092,32.569,4072.341,87.791
257.094,1.712,7.35,4.544,97.288,4171.844,86.259
203.137,6.085,7.745,4.538,48.062,4118.792,87.533
22.408,0.514,8.277,2.359,92.901,4669.195,90.917
478.746,5.495,7.655,2.269,76.219,4171.981,87.606
476.435,0.639,8.365,2.831,21.939,4539.402,90.366
139.678,1.759,6.611,2.634,22.849,4494.304,90.242
365.763,1.13,6.855,0.778,35.633,4596.992,90.953
289.288,3.467,8.098,3.104,37.832,4405.719,89.719
118.738,3.437,8.028,3.131,2.485,4553.429,91.541
131.086,8.264,7.662,2.527,85.724,4163.371,88.256
245.577,2.257,7.265,2.363,24.804,4504.981,90.479
209.618,0.864,6.044,4.725,82.652,4118.595,85.619
145.615,6.035,6.701,3.204,48.805,4177.568,88.098
403.756,6.875,6.396,4.173,59.611,3857.433,85.041
240.731,2.948,6.128,4.792,54.109,4057.57,85.919
327.424,6.028,7.94,4.145,94.524,4025.308,86.116
94.637,7.761,6.328,4.743,42.379,3938.382,86.288
266.754,3.476,6.894,3.917,39.488,4211.542,87.763
158.988,5.254,8.444,1.266,61.875,4551.889,91.476
263.207,1.466,7.023,1.521,38.803,4567.643,90.728
390.413,0.236,6.354,1.373,61.137,4468.82,89.148
384.457,9.814,7.724,1.95,57.665,4079.241,88.16
177.11,2.997,8.025,2.097,77.729,4498.86,90.111
347.139,2.789,6.698,4.15,99.005,4043.726,85.284
470.645,9.732,8.023,2.124,97.754,3972.5,86.667
312.835,7.282,6.679,3.772,13.253,4043.591,87.488
74.205,5.853,7.733,4.567,45.76,4195.29,88.251
339.854,6.993,6.312,1.015,42.814,4224.436,88.914
52.452,7.099,7.07,0.501,19.877,4535.896,92.29
436.055,7.633,7.301,4.499,74.63,3831.272,84.856
258.33,0.672,7.813,1.572,96.886,4567.574,89.908
192.57,4.128,7.625,1.19,16.11,4608.539,92.163
28.503,2.951,8.133,1.828,27.952,4712.77,92.734
190.392,0.706,6.461,1.337,85.647,4510.586,89.461
451.603,4.126,7.653,4.071,31.221,4163.625,87.562
10.491,6.162,6.319,3.355,44.685,4193.707,88.339
